name,lat,lng,category
shahid medicose,33.6184461,72.9877922,pharmacy
prometric centre,33.7338619,73.0689063,school
"Allied Bank Limitted G-8/1, Islamabad",33.6892285,73.0518067,bank
Post Office Mosque,33.6274426,72.970915,mosque
جی-15 مسجد,33.6314052,72.9210651,mosque
Fazaia Colony Rawalpindi,33.618612,73.1178527,supermarket
پاکستان اسٹیٹ آئل,33.7465703,73.1932733,fuel
پاکستان اسٹیٹ آئل,33.7388244,73.1918152,fuel
Laprosy Hospital,33.6174945,73.0733784,hospital
PSO Station & CNG,33.6605005,73.0632456,fuel
Bismillah Abbasi Restaurant & Naan Centre,33.6887558,73.0504032,restaurant
Gondal market,33.5542686,73.157406,supermarket
پاکستان اسٹیٹ آئل,33.6434044,73.0308007,fuel
Al-Habib Market,33.7115228,73.0695947,supermarket
Preston University Islamabad,33.6755159,73.0643025,school
Food station ayub park,33.5706322,73.0856677,restaurant
Dua Family Hospital,33.566509,73.1375352,hospital
"GHS Taleem ul Quran, Taxila",33.7419421,72.8041143,school
بینک الفلاح,33.6506871,73.0441898,bank
allied bank,33.6484922,73.03999,bank
NIB bank,33.6508153,73.0443917,bank
HabibMetro Bank,33.6510351,73.04426,bank
Model Valley Mosque,33.6155222,72.9367486,mosque
KRL School,33.6219927,72.946032,school
takar tea stall,33.6860873,73.0636843,cafe
Subway F8,33.7123306,73.0372013,restaurant
Best Western,33.6868444,73.1070966,restaurant
Rehman Town Mosque,33.617253,72.9374403,mosque
سندھ بینک,33.5750043,73.1513648,bank
Habibi,33.5755705,73.1514001,restaurant
Mashal Model School,33.7460284,73.1075369,school
Dewan Chicken Broast,33.6317729,73.0722023,restaurant
Chaudhry market,33.6534082,73.0614615,supermarket
Silk Bank,33.6663006,73.0756761,bank
MCB,33.6662337,73.0760719,bank
عسکری بینک,33.6663275,73.0756136,bank
HBL Bank,33.6673976,73.0754458,bank
گلوریا جینز,33.6673085,73.0752555,cafe
کینٹکی فرائیڈ چکن,33.6672546,73.0752059,restaurant
Buy Best,33.6690857,73.0755462,supermarket
Madina Cash & Carry MCC,33.6691639,73.0750903,supermarket
یونائیٹڈ بینک لمیٹڈ,33.6693123,73.0751265,bank
Hot & Spicy,33.6688982,73.0763134,restaurant
فیصل بینک,33.6693649,73.0749312,bank
NIB Bank,33.669144,73.0744606,bank
بینک الفلاح,33.6692124,73.0741393,bank
Shaheen Chemist,33.6673746,73.0753908,pharmacy
CGA® Pakistan,33.6172448,73.1199582,school
askari bank,33.653729,73.0507716,bank
Ashfaq traders,33.6389531,73.0947557,supermarket
Taqwa Market,33.6893093,73.0398803,supermarket
Quetta cafe,33.6844864,73.0419918,cafe
UBL bank,33.6844616,73.0419405,bank
summit bank,33.6562659,73.0554504,bank
soneri bank,33.6588813,73.0606093,bank
islamabad model school,33.661843,73.0682142,school
Ali hospital,33.6575297,73.0580065,hospital
alhafeez medical store,33.6616107,73.0669738,pharmacy
js bank,33.6564078,73.0560014,bank
پیزا ہٹ,33.6672649,73.0751655,restaurant
بينک الحبيب,33.6690856,73.0750733,bank
Sitar Buksh,33.7262815,73.0578779,cafe
Dhaba,33.6537573,73.0640229,restaurant
Refreshment cafe,33.6694749,73.0756628,cafe
Ranchers,33.6673457,73.075328,restaurant
Farid Family Hospital,33.5980529,73.0237556,hospital
Nelson Pharmacy,33.5978165,73.0237086,pharmacy
مسجد نور,33.5824941,73.0943842,mosque
D watson,33.5969412,73.0468227,pharmacy
Shaheen chemist,33.5968593,73.0469347,pharmacy
HBL islamic banking,33.595695,73.0509785,bank
united bank,33.5953723,73.0514185,bank
United Bank,33.5885509,73.0568557,bank
Premium Diagnostic Centre,33.5935408,73.051399,hospital
Bismillah hotel,33.6169427,72.9961585,restaurant
pak emirates polytechnic institute,33.6154219,72.995773,school
family hospital,33.6146108,72.9955142,hospital
ripah international university,33.6829407,73.0608089,school
attock petrol,33.6166573,73.0463124,fuel
government girls high school no 3,33.6168568,73.0377998,school
government degree college for girls,33.6205694,73.0357016,school
attock petrol,33.6299678,73.0241259,fuel
Roots ivy,33.6058252,73.0191757,school
mcb,33.6251298,73.0282454,bank
سینٹ گیبریل اسکول,33.6823441,73.0611584,school
Bismillah diagonostic centre,33.6144206,72.9962316,hospital
میزان بینک,33.7116688,73.0409915,bank
TMUC,33.6528265,73.0180473,school
madni masjid,33.6284505,72.9398845,mosque
askari bank,33.594265,73.0543849,bank
national bank,33.5952614,73.0533497,bank
Broadway Restaurant,33.6377354,73.0699155,restaurant
Muslim commercial bank,33.7114853,73.0578941,bank
Emergency Holy Family Hospital,33.6415427,73.0579331,hospital
HFH,33.6396467,73.058216,mosque
Dubai Cash&Carry,33.6991315,72.985837,supermarket
Bank islami,33.6073689,73.0142197,bank
Italian Pizza,33.6391467,73.1544836,restaurant
Hostel Mess,33.6307566,73.1579904,cafe
The Eagles School,33.6354079,73.1575725,school
Hostel Mosque,33.6307191,73.1579431,mosque
Tandoori Restaurant,33.6986522,73.0474613,restaurant
M. Store,33.6998275,72.9734368,supermarket
کیفے 1969,33.6867733,73.0732134,restaurant
عسکری بینک,33.6298738,73.1109338,bank
Pir Jamil,33.6278274,73.0557737,school
جامعہ مسجد تبلیغ لاسلام,33.5883205,73.1028383,mosque
Dar-E-Arqam School,33.5868605,73.1002155,school
Abrar Surgery,33.6021195,73.0317435,hospital
MCB bank,33.6583878,73.0595943,bank
Bank islami,33.6584609,73.0597546,bank
bank al habib limited,33.6504,73.0436592,bank
the nation bank,33.6503283,73.0429982,bank
pizzaholic,33.7440674,73.0681815,restaurant
Polo Lounge,33.7442729,73.0681815,restaurant
mohammadi nihari,33.6504364,73.0440157,restaurant
Pak Forces Academy,33.575629,73.0425603,school
Future Degree College,33.6322727,73.0673909,school
Darul ifta wal ihsan,33.6916371,73.0126555,school
Paratha House,33.699055,73.0498786,restaurant
Cross Bones,33.5649167,73.126614,cafe
Beacon house educational complex  (BEC),33.636774,72.9232494,school
PAEC General Hospital,33.6522249,73.0158687,hospital
Nasir Foundation College of Commerce & Sciences,33.6111371,73.0033722,school
habib bank chour harpal branch,33.6108401,73.0058828,bank
سینٹ جوزف ہاسپیس,33.6152537,73.0265796,hospital
Askari Bank,33.624552,72.9707736,bank
Shinwari Tikka,33.6244901,72.9708134,restaurant
Pakistan Restaurant,33.6255097,72.9704757,restaurant
Fazaia Colony,33.6177425,73.1166846,restaurant
medhelp chemist,33.69503,73.0142582,pharmacy
Dhoke Matkaal Masjid,33.6186991,73.0585306,mosque
Shah Chan Chiraagh Shrine & Mosque,33.618376,73.0592227,mosque
NIB Bank,33.718736,73.0533747,bank
Jamia Rizwia Zia-ul-Uloom,33.6413554,73.0701599,mosque
Numl Main Cafe,33.6677003,73.0505542,cafe
Numl Engineering department,33.6671531,73.0496497,school
نیشنل بینک آف پاکستان,33.6364845,73.0697925,bank
ایچ بی ایل پاکستان,33.7077463,73.0498034,bank
shell petrol pump,33.6389973,73.0686463,fuel
ایم سی بی بینک,33.6368791,73.0685606,bank
کینٹکی فرائیڈ چکن,33.7076313,73.0493936,restaurant
Habib bank limited,33.638067,73.0675946,bank
Numl Masjid,33.6674098,73.0510157,mosque
پیزا ہٹ,33.7076945,73.0490128,restaurant
UBL bank,33.637913,73.0672435,bank
Imam Bargah,33.6393354,73.0679275,mosque
کینٹکی فرائیڈ چکن,33.6329568,73.0707432,restaurant
Pizza shop,33.6389748,73.0679498,restaurant
Numl old cafe,33.6669805,73.0520952,cafe
Numl Second Cafe,33.6668715,73.0466946,cafe
National Bank op Pakistan,33.6707784,73.0567896,bank
Old dhaba,33.6688258,73.0571436,restaurant
sadiq eggs,33.6491189,73.0225495,supermarket
al muslim pharmacy,33.6850003,73.0429764,pharmacy
Emaan Clinic,33.6280326,73.0966195,hospital
khalid pharmacy,33.6849474,73.0428914,pharmacy
baoo jee restaurant,33.6077375,73.01305,restaurant
Monal,33.5920731,73.0536926,restaurant
Monal,33.6026924,73.0458255,restaurant
Monal,33.6224438,73.0663367,restaurant
PSO Pump Rehman Baba Road Sector I-8/3 Islamabad,33.6682892,73.0771862,fuel
Boom Boom Fast Food,33.7121435,73.0373314,restaurant
Food Street  F-8 Markaz,33.7105969,73.0388428,restaurant
HMC Market,33.771272,72.8138658,supermarket
HBL UET Taxila,33.7673385,72.8221244,bank
جامع مسجد,33.7684705,72.8217795,mosque
UET Taxila Gate no. 1,33.7595683,72.8267509,school
Paradise Cafe,33.7687376,72.8260443,cafe
Jamia Masjid AGOCHS A Block,33.5617048,73.1542978,mosque
Al Ghufran Hijama Centre,33.5996076,73.1273287,hospital
Truworth Drug store,33.7166075,73.0842635,pharmacy
National Savings Centre,33.7175095,73.0858929,bank
Faizan e Madina Masjid Jhangi Syedan,33.6344697,72.9274162,mosque
Markaz Dhaba,33.6678428,72.9951411,restaurant
Khyber Shinwari Restaurant,33.6670121,72.9979714,restaurant
Berlin Foods,33.6675571,72.9975638,restaurant
Zeeshan Restaurant,33.667754,72.9974998,restaurant
The Naan Cafe,33.6681921,72.9971665,restaurant
Naan Shaan,33.6679502,72.9973515,restaurant
Pait Pooja,33.6686455,72.9963955,restaurant
Silver Grill,33.6687391,72.9964124,restaurant
Food Gear,33.6685138,72.9965027,restaurant
Al-Rehman Medical Store,33.6686625,72.9968373,pharmacy
Maryam Hospital and Diagnostic Center,33.6677207,72.9981512,hospital
Bank of Punjab,33.6676734,72.9978535,bank
Biryani Hut,33.6678196,72.9978267,restaurant
سمٹ بینک,33.6678913,72.9979631,bank
Amigos Cuisine,33.6679723,72.9986473,restaurant
Dera Khyber Restaurant,33.6681673,72.9984889,restaurant
New Quetta Shah G Cafe,33.6682802,72.9983973,restaurant
New Quetta BOLAN Resturant,33.6684537,72.9971773,restaurant
CRISPY BROAST,33.6687178,72.997064,restaurant
PIZZA COTTAGE,33.668784,72.99783,restaurant
Karachi Nights Restaurant,33.6689207,72.9980773,restaurant
Maizban Tandoori Kababish Restaurant,33.6691183,72.9979118,restaurant
عسکری بینک,33.6691704,72.9981148,bank
Boom Boom Roll Paratha,33.6692486,72.9981453,restaurant
بینک الفلاح,33.6693638,72.9983518,bank
Muslim Commercial Bank,33.6694885,72.9985828,bank
United Bank,33.6694309,72.9984741,bank
اسٹینڈرڈ چارٹرڈ,33.669607,72.998799,bank
Ali Baba Restaurant,33.6694839,72.9988427,restaurant
جے ایس بینک,33.6701951,72.9994025,bank
The Paratha Co.,33.6702242,72.9994671,restaurant
Domino's Pizza G-11,33.6700563,72.9992924,restaurant
Bread n Cakes,33.6699329,72.9993861,restaurant
Rewayat Restaurant,33.6699146,72.9997512,restaurant
Habib MetroBank,33.6690322,73.0004059,bank
Islamabad Model School,33.6681766,72.9895781,school
Jamia Masjid al-Hujjat,33.6726138,72.9861044,mosque
"SLS Montessori & School, G-11 Branch",33.6678382,73.0064074,school
Zaiqa Restaurant,33.6649946,72.98994,restaurant
سبحان اللہ ہوٹل,33.6628964,72.99151,cafe
Awami Hotel & Restaurant,33.6629875,72.9914468,restaurant
دار ارقم اسکول,33.6606012,72.9932049,school
پزیلا پیزا,33.6604263,72.993303,restaurant
سوپر گرل ریستوراں,33.6594749,72.9942208,restaurant
Makkah Al-Shahbaz Restaurant,33.668161,72.9875616,restaurant
Jamia Masjid Al-Muzammil,33.6764854,72.9988899,mosque
Masjid Minar-ul-huda (Ahle Hadees),33.6767164,72.9990518,mosque
Khaldunia High School,33.6732596,72.9955399,school
Syrian Baklava,33.675808,72.9947831,restaurant
Bahria Foundation School,33.6737367,72.9856982,school
Mount Sinai School,33.6747836,72.9892441,school
International Islamic Grammar School,33.6748595,72.9894613,school
Head Start School,33.6765202,72.9920926,school
Frobels Schools,33.6810122,72.9948455,school
Neemroz: Afghan Balous Cuisine,33.6845359,72.9928415,restaurant
Masjid And Madrassa Usmania,33.6803319,72.9905665,mosque
Masjid e Mairaj,33.6798445,72.9926837,mosque
Naan Warka,33.6824086,72.9806022,restaurant
Abbasi Hotel & Restaurant,33.6756264,72.9818844,restaurant
Al-Madina Restaurant,33.6734139,72.9835282,restaurant
Mosque Bait us salam,33.6742062,72.9822095,mosque
Islamabad Model College for Girls G-10/2,33.6788398,73.0123326,school
Mosque Ghos-e-Azam,33.6781084,73.0062907,mosque
Ibn Taymiyyah Mosque,33.6800843,73.0099883,mosque
"FGD - G-10/3, Dispensary",33.6836701,73.0135267,pharmacy
Jamia Masjid Imam e Azam,33.6752988,73.0093096,mosque
شیل,33.6727032,73.0160334,fuel
National Bank Of Pakistan,33.6703746,73.0158995,bank
Masjid Rahmatulil Aalameen,33.6684095,73.0124171,mosque
The Leads School,33.6690579,73.0114152,school
Jammia Masjid Muhammadiya (Ahle Hadees),33.6710524,73.0177486,mosque
Lilla CNG,33.6718507,73.0180858,fuel
The City School G-10 Branch,33.6829607,73.0218675,school
KIPS CSS,33.6821864,73.023787,school
Khan Market Masjid,33.6836888,73.0209648,mosque
Al Ain International Specialist Eye Hospital,33.6863031,73.0208068,hospital
Jamia Masjid Riyadh ul Jannah,33.6774513,73.0292382,mosque
K R L General Hospital,33.6776437,73.0318287,hospital
Jamia Masjid Al-Furqan Ahle Hadith,33.6825414,73.0393345,mosque
ایچ بی ایل پاکستان,33.6832623,73.0402813,bank
My Chemist,33.6846171,73.0417726,pharmacy
Pak Afghan,33.6846343,73.0421052,restaurant
Makki Masjid,33.6846078,73.0431333,mosque
Alam Chapli Kabab & Peshawari BBQ,33.6852159,73.0431493,restaurant
"Baba Balochi Saji, Kabli Palao & Fish Corner",33.6852988,73.043321,restaurant
New Shinwari,33.6852174,73.0433696,restaurant
Shamim-E-Dahan,33.6861077,73.045225,cafe
Baba G Murgh Pulao,33.6853278,73.0433645,restaurant
Khyber Afghan Restaurant,33.6855393,73.0437697,restaurant
Afghani Kabab House,33.6808979,73.0351274,restaurant
Sufi Sarai,33.6806104,73.0345867,cafe
3 BBB Restaurant BBQ,33.6788749,73.0313104,restaurant
Federal Government Junior Model School No # 2,33.6797279,73.03038,school
Shani Chips,33.6924561,73.0298626,restaurant
Islamabad Grammar School,33.6936657,73.0312064,school
Jamia Naeemia Masjid,33.6914958,73.0409322,mosque
Dr. Taliya's Clinic,33.689503,73.0400877,hospital
ایم سی بی بینک,33.6865106,73.0336688,bank
Chilman,33.6871431,73.0352414,restaurant
First Women Bank Limited,33.6876767,73.0344347,bank
Darbar,33.6882881,73.0338617,restaurant
الائیڈ بینک لمیٹڈ,33.688283,73.0332023,bank
Pioneer Labs &  Clinic for Pets,33.6396635,73.0745146,pharmacy
Utility Super Market,33.6890843,73.0333642,supermarket
بینک اسلامی,33.6903353,73.0305651,bank
HBL G9 Markaz,33.6898719,73.030805,bank
Punjab Samosa,33.689652,73.0313172,restaurant
Madina Cash & Carry Mall(MCC),33.6900005,73.0307237,supermarket
Al Usman Restaurant,33.6899531,73.0317197,restaurant
Hubba Bubba Eat & Chill,33.6899851,73.0323284,restaurant
Masjid AL Ehsan,33.6892409,73.032491,mosque
Anarkali,33.6901137,73.0327431,restaurant
Toba Soup,33.6901103,73.0330358,restaurant
Duck Faster Fast Food,33.6902016,73.0329016,restaurant
National Institute for Handicapped,33.6960409,73.0412787,hospital
National Institute of Rehabilitation Medicine,33.6963265,73.0419063,hospital
New Lalazar,33.5621272,73.0718705,bank
Punjab Cash & Carry,33.5605312,73.0637402,supermarket
Tandoori Tonight,33.5596572,73.0626051,restaurant
Signals Unit Mosque,33.5623838,73.0643089,mosque
Mellow Fries,33.565258,73.0621673,restaurant
Black Swan Restaurant,33.5660558,73.0636837,restaurant
Mehria Restaurant,33.6622601,73.084857,restaurant
Shaheen Burger & Refreshment Center,33.6619208,73.0847524,restaurant
Dawood's Cafe & Restaurant,33.6613403,73.0843903,restaurant
Delicia Restaurant,33.6611573,73.0843206,restaurant
Faiz-ul-Islam Model High School,33.661814,73.0861598,school
عسکری بینک,33.6599439,73.0837185,bank
PSO Inayat Filling Station,33.6556012,73.0820888,fuel
Ali Homeopathic Clinic,33.6549354,73.08188,hospital
سمٹ بینک,33.6547292,73.0817278,bank
شیل,33.6543904,73.081519,fuel
میزان بینک,33.6540163,73.0814766,bank
Habib BANK LTD FAIZABAD Branch,33.6539986,73.0819154,bank
Zaiqa Restaurant,33.6533134,73.081157,restaurant
United Bank - UBL,33.651948,73.0811885,bank
Habibi Restaurant,33.6505458,73.0763022,restaurant
Students Cafe,33.6506016,73.076506,cafe
Bismillah Mir Restaurant,33.6505838,73.0764175,restaurant
Karachi Hot & Spicy BBQ,33.6506753,73.0766562,restaurant
Khyber Darbar Restaurant,33.6504252,73.0767715,restaurant
Pasha Tikka House,33.6505413,73.0768386,restaurant
Tandoori Hut,33.6506708,73.0768815,restaurant
Kabuli Restaurant,33.6508139,73.0769449,restaurant
Al-Sheikh Tikka House,33.6509017,73.0770217,restaurant
Pindi Food Street,33.6510371,73.077044,restaurant
ITALIAN PIZZA FOOD STREET RAWALPINDI,33.6515312,73.0773266,restaurant
KMQ BBQ,33.6516801,73.0771538,restaurant
Savour Foods,33.6514263,73.0771619,restaurant
Saffron Restaurant,33.6520202,73.076983,restaurant
Bank of Punjab (UAAR Branch),33.6486392,73.0799451,bank
Urgent Medical Diagnostics Centre,33.6418166,73.0782873,hospital
National Bank,33.6420876,73.0763865,bank
Salt 'N' Chili,33.6424441,73.076137,restaurant
SULTANIA RESTAURANT,33.6419324,73.0738352,restaurant
Jollibee Fri Chick,33.6424008,73.0737414,restaurant
Al Furqan Masjid,33.6405299,73.072179,mosque
دبئی اسلامی بینک,33.6396961,73.0763751,bank
پیزا ہٹ,33.638735,73.0780621,restaurant
Masjid Ghosia,33.6378218,73.0763429,mosque
Lasania Restaurant,33.6381527,73.0746206,restaurant
Khan Bar B.Q,33.6380347,73.0750027,restaurant
PICIC Commercial Bank,33.6373088,73.0747777,bank
بینک الفلاح,33.6372216,73.0747315,bank
Gulf Medical Centre,33.6353124,73.076541,hospital
Ahmad Medical Complex,33.6338782,73.0769578,hospital
The City School,33.6350676,73.0747564,school
Meezan Bank Ltd,33.6324787,73.0734468,bank
یونائیٹڈ بینک لمیٹڈ,33.6320429,73.0726757,bank
اسٹینڈرڈ چارٹرڈ,33.6311109,73.0733427,bank
Pak Al-Madina Restaurant,33.6316516,73.0717702,restaurant
First Women Bank Ltd. (FWBL) - Murree Road Branch,33.6313364,73.0721779,bank
Burj Bank Chandni Chowk,33.6312539,73.072108,bank
Bamboo Fast Food,33.6306066,73.0717207,restaurant
ایم سی بی بینک,33.6298186,73.0711995,bank
Citi Lab,33.6278652,73.0701392,pharmacy
APPLE PHARMACY,33.6267021,73.0694116,pharmacy
Abbasi Restaurant,33.626529,73.0696727,restaurant
Al-Madina Restaurant,33.6264129,73.0695891,restaurant
Karachi Restaurant,33.6263475,73.0692468,restaurant
Siddeeq Public School,33.6266726,73.0680554,school
الائیڈ بینک,33.6253702,73.0689325,bank
Govt Usmania Girls Secondary School,33.6236361,73.0688467,school
ایم سی بی بینک,33.6234522,73.0673649,bank
Total Parco Petrol Pump,33.6228367,73.0669668,fuel
Haleem Ghar,33.6225331,73.0667761,restaurant
Pak Tea House,33.6222072,73.0665754,cafe
Govt Islamia High School,33.6198505,73.06477,school
Tariq khota tikka House & Restaurant,33.6182658,73.0657657,restaurant
CNG Filling Station,33.6167568,73.0662751,fuel
Telenor Microfinance Bank (Formerly Tameer Bank),33.616173,73.0654567,bank
Masjid Sifi Allah Deen,33.6156018,73.0650955,mosque
Bashir Foods,33.6148873,73.064266,restaurant
Sain Gee Murg Pulao and Fish Center,33.6144179,73.0652752,restaurant
HBL Bank,33.6140123,73.0647497,bank
Taste Corner,33.6125852,73.0652599,restaurant
Lahore Restaurant,33.6124966,73.065265,restaurant
Bambino Hotel & Restaurant,33.6123847,73.0654779,restaurant
Usmania Restaurant,33.6126411,73.066473,restaurant
Larosh Restaurant,33.6126478,73.0661132,restaurant
Blue Sky Larosh,33.6124318,73.0665129,restaurant
Shafi Cafe,33.6114174,73.0663515,cafe
الائیڈ بینک,33.6058695,73.0660611,bank
Al-Hayat Restaurant,33.6066387,73.0658876,restaurant
شیل,33.6045752,73.0657428,fuel
Bao Ji Murgh Pulao & Restaurant,33.6020853,73.06531,restaurant
Baba Jee Burger,33.6028281,73.0662576,restaurant
Cafe Zaheer,33.6026782,73.0662019,cafe
Mehboob Food Centre,33.6026824,73.0663337,restaurant
Jamia Masjid Bait-e-Islam,33.5998793,73.0636458,mosque
Waseela Microfinance Bank,33.5995102,73.0619457,bank
Cafe D Arshad,33.6054995,73.0660055,cafe
Saeen Jee Murgh Pulao,33.6056112,73.0659867,restaurant
تندوری,33.6867378,73.0061577,restaurant
ایچ بی ایل پاکستان,33.6670878,73.0595634,bank
الائیڈ بینک لمیٹڈ,33.6354734,73.0628128,bank
Itwaar bazaar,33.6371369,73.0600521,supermarket
M.C Boys high school,33.6351451,73.0650147,school
Siddiquie,33.635054,73.0599211,mosque
Shimla College,33.635769,73.0670786,school
Government Degree College Girls,33.6342271,73.0665998,school
Cheezious,33.638348,73.0683508,restaurant
Baoo Jee Murgh Palao,33.6313389,73.0715985,restaurant
Baoo Jee Murgh Palao,33.6381626,73.063268,restaurant
Pakistan Saving,33.6379883,73.0632556,bank
Utility Store,33.6378472,73.0632397,supermarket
Utility Store,33.6344641,73.0593111,supermarket
Sir Syed Ideal School,33.6354562,73.0586431,school
Kashmir pharmacy,33.6393226,73.0579976,pharmacy
Saint Paul School,33.6379334,73.0616031,school
Sarajia,33.6304902,73.0598458,mosque
Eidhi,33.6354707,73.0661308,hospital
بینک آف پنجاب,33.6322271,73.0708172,bank
Bank of Punjab,33.6308542,73.0618653,bank
Saffron foodies,33.6382826,73.0684292,restaurant
Food court Al hekal,33.6383282,73.0682669,restaurant
Lazeeza Restaurant,33.6347016,73.0590068,restaurant
Mr. Cabin School,33.6321984,73.0624928,school
Abasia,33.6337061,73.0595728,mosque
Chemist,33.6398376,73.0593055,pharmacy
عسکری بینک,33.6393543,73.0634392,bank
پٹرول پمپ,33.6314035,73.0619309,fuel
D-Watson,33.6375234,73.0631946,pharmacy
Shaheen chemist,33.6370475,73.0630724,pharmacy
Al-Faisal,33.636969,73.0591962,mosque
M.C girls high school,33.6342245,73.0648733,school
Doctor Tariq Ghani clinic,33.632542,73.0594565,hospital
"National Bank of Pakistan, B-Block",33.7379144,73.0942782,bank
Cafeteria,33.737907,73.0935143,cafe
Habib Bank Ltd,33.7370798,73.0928512,bank
"National Bank of Pakistan, D-Block",33.7379885,73.0956065,bank
Utility Store,33.7380856,73.0958026,supermarket
Secretariat Mosque,33.7357516,73.0948102,mosque
Federal Government Dispensary(FGD)- P Block,33.7350867,73.0937061,hospital
"Habib Bank Ltd, Q-Block",33.7343643,73.0942237,bank
PTV HQ Mosque,33.7331329,73.0909978,mosque
National Bank - NBP,33.7183262,73.1002789,bank
Masjid-e-Aqsaa,33.7162274,73.1006582,mosque
"Asian Development Bank (ADB), Islamabad",33.7176138,73.1007287,bank
Street 1 Café,33.7218252,73.1073869,cafe
Punjab Cash & Carry,33.5981129,73.0217995,supermarket
Caltex Petrol Pump,33.7267673,73.1053994,fuel
Preparatory School Islamabad,33.7322488,73.1226245,school
ایران ایمبیسی مسجد,33.7356462,73.1289215,mosque
Serai Bistro,33.7318576,73.122402,restaurant
Nirvana Lounge,33.7223405,73.0881298,restaurant
HAK Mall,33.5583529,73.1210123,supermarket
BabaJani Mart,33.5579902,73.1208466,supermarket
Umania Restaurant,33.7353075,73.171204,restaurant
Markaz Ahlehadith,33.7100547,73.0835647,mosque
Ali Plaza Shopping Mall,33.7270737,73.0877691,supermarket
اسٹینڈرڈ چارٹرڈ,33.7266617,73.0867834,bank
بینک الفلاح,33.7270794,73.0865215,bank
Islamabad Private Hospital,33.7263874,73.0882827,hospital
میزان بینک,33.7263445,73.0881931,bank
Mr. Cod,33.7260913,73.0877828,restaurant
Deutsche Bank,33.7260957,73.0887524,bank
Meezan Bank Limited,33.7260098,73.0876634,bank
Meezan Bank Regional Office North,33.7251624,73.0864664,bank
Fijji's Grill,33.7254731,73.0866252,restaurant
سندھ بینک,33.7253605,73.0864103,bank
BBQ Tonight,33.7252265,73.0866065,restaurant
Askari Bank Limited,33.7239577,73.0836364,bank
Shenwari Foods,33.7238252,73.084277,restaurant
Hamza Food,33.7237682,73.0833041,restaurant
Milkshake Place,33.7235363,73.0828922,cafe
Abbasi Restaurant,33.7231617,73.0827422,restaurant
Gogo Chicken Broast,33.7231076,73.082357,restaurant
HBL Asset Management,33.7243055,73.0823003,bank
Burj Bank Limited,33.7227355,73.0813204,bank
Samba Bank,33.7226211,73.0811372,bank
دبئی اسلامی بینک,33.7225353,73.0809789,bank
Nayab Labs & Diagnostic Centre,33.7224539,73.0820408,pharmacy
Hadi Jor Clinic,33.7224927,73.0821087,hospital
First Women Bank,33.7225247,73.0781928,bank
ABL Group Headquarter North 2,33.7216421,73.0792462,bank
فیصل بینک,33.7212587,73.0785849,bank
Usmania Restaurant,33.7209365,73.0779117,restaurant
Ramna Restaurant,33.7202601,73.076643,restaurant
Food for U Restaurant,33.7201862,73.0776573,restaurant
Shah Restaurant,33.7203566,73.0773636,restaurant
Butt Foods,33.7199391,73.0760726,restaurant
Chef Mehbobs Kitchen,33.7201748,73.076503,restaurant
Raza Restaurant,33.7200527,73.076701,restaurant
Salt n Pepper,33.7193565,73.0754343,restaurant
Bank of Punjab,33.7194363,73.0750204,bank
Omar Khayyam Restaurant,33.7187113,73.0738577,restaurant
Kulsum International Hospital,33.7180912,73.0727516,hospital
National Bank Exchange Office,33.7185178,73.0739655,bank
SME Bank Ltd,33.7201054,73.0730023,bank
Old School Cafe,33.7202785,73.0733323,cafe
Go Organic,33.7198012,73.0737336,restaurant
Cannoli by Cafe Soul,33.72037,73.0734987,cafe
Burning Brownie,33.7205159,73.0737842,cafe
Dar-ul-Islam Mosque,33.7157734,73.0781274,mosque
Ibrahim Mosque,33.7150772,73.0810391,mosque
Utility Store,33.7148698,73.0814557,supermarket
Federal Government Model Girls School,33.7139447,73.0823841,school
الائیڈ بینک لمیٹڈ,33.7164959,73.0840317,bank
UBL civic center,33.7155509,73.0852634,bank
Halwa Puri,33.7172481,73.0843474,restaurant
Mirch Masala Food,33.7173278,73.0844788,restaurant
Melody Food Park,33.7177138,73.0851637,restaurant
Royal Afghan,33.717815,73.0855873,restaurant
Phajja Siri Paye,33.7176107,73.0849384,restaurant
Taste & Taste,33.7169045,73.0846689,restaurant
New Raja Restaurant,33.7167883,73.0849712,restaurant
Avari Tower Isl,33.716133,73.0860537,restaurant
عسکری بینک,33.7140766,73.0858139,bank
منچیز,33.6996334,72.9728583,restaurant
City Superstore,33.7041627,72.9784412,supermarket
Pizza Originale,33.6841914,72.9863893,restaurant
پیزا ہٹ,33.6840968,72.986489,restaurant
برگر کنگ,33.7074366,73.0492152,restaurant
Al Fatah,33.7079866,73.0503632,supermarket
TGI Friday's,33.7079219,73.0502264,restaurant
Pappa Roti,33.7075493,73.0494673,restaurant
ہارڈیز,33.7076988,73.0495854,restaurant
China Town,33.7077879,73.0492337,restaurant
مسجد بلال,33.7178502,73.0892168,mosque
Lavender,33.7181613,73.090843,restaurant
Imam Bargah,33.7151577,73.0896323,mosque
Haider Clinic,33.7188404,73.0941091,hospital
جامع مسجد,33.712526,73.0968576,mosque
Angelique School,33.7131347,73.0980122,school
Akhbar Market,33.7094012,73.0915774,supermarket
Ravi Restaurant,33.7083527,73.0893162,restaurant
Irum Hotel,33.7082225,73.0890661,restaurant
Ramna Restaurant,33.7081294,73.0888889,restaurant
Faysal Bank Barkat,33.7079975,73.0895821,bank
Kamran Shopping Center,33.7078988,73.089522,supermarket
Arsalan Foods & Refreshment,33.7079253,73.0885292,restaurant
